spoid,name,type
SCH2534314,Amirkabir Univ Of Technology-Tehran,Academic
SCH2515843,Amirkabir University of Technology,Academic
STB62421,Amity School of Engineering & Technology,Student Branch
SCH62421,Amity School of Engineering & Technology,Academic
SBA62421,Amity School of Engineering & Technology WIE,Affinity
SBC62421B,"Amity School of Engineering & Technology,C16",Student Branch Chapter
SBC62421A,"Amity School of Engineering & Technology,MTT17",Student Branch Chapter
SBC99083,"Amity Univ Uttar Pradesh Lucknow Campus,PEL35",Student Branch Chapter
SCH10022,Amity University - Dubai,Academic
STB10022,Amity University - Dubai,Student Branch
SCH07271,Amity University - Noida,Academic
SCH60213746,Amity University - Tashkent,Academic
STB60213746,Amity University - Tashkent,Student Branch
SCH17001,Amity University Greater Noida Campus,Academic
STB17001,Amity University Greater Noida Campus,Student Branch
SBC17001B,"Amity University Greater Noida Campus,EP21",Student Branch Chapter
SBC17001A,"Amity University Greater Noida Campus,IA34",Student Branch Chapter
SBC17001,"Amity University Greater Noida Campus,SP01",Student Branch Chapter
SBA17001,"Amity University Greater Noida Campus,WIE",Affinity
STB99083,Amity University Uttar Pradesh Lucknow Campus,Student Branch
SCH99083,Amity University Uttar Pradesh Lucknow Campus,Academic
SBA99083,"Amity University Uttar Pradesh Lucknow Campus,WIE",Affinity
STB10791,"Amity University, Haryana",Student Branch
SCH10791,"Amity University, Haryana",Academic
STB07271,Amity University-Noida,Student Branch
SBC07271A,"Amity University-Noida,C16",Student Branch Chapter
SBC07271,"Amity University-Noida,COM19",Student Branch Chapter
SBC072711,"Amity University-Noida,MTT17",Student Branch Chapter
SCH60208871,Amman Arab University - Jordan,Academic
STB60208871,Amman Arab University - Jordan,Student Branch
SBC60208871A,"Amman Arab University - Jordan,AES10",Student Branch Chapter
SBC60208871,"Amman Arab University - Jordan,C16",Student Branch Chapter
SBC60208871C,"Amman Arab University - Jordan,CIS11",Student Branch Chapter
SBC60208871E,"Amman Arab University - Jordan,EMB18",Student Branch Chapter
SBC60208871D,"Amman Arab University - Jordan,PE31",Student Branch Chapter
SBC60208871B,"Amman Arab University - Jordan,RA24",Student Branch Chapter
SBC60208871F,"Amman Arab University - Jordan,TEM14",Student Branch Chapter
SBA60208871,"Amman Arab University - Jordan,WIE",Affinity
SCH2517493,Ammosov North-Eastern Federal University,Academic
SCH60107495,Amol University of Special Modern Technologies,Academic
SCH2530123,Amravathi Univ,Academic
SBA63241,Amrita Institute of Technology & Science WIE,Affinity
SBA63931S,Amrita School of Engineering Bangalore SIGHT,Affinity
SBC63241I,"Amrita School of Engineering Bangalore,CAS04",Student Branch Chapter
SBC63931B,"Amrita School of Engineering Bangalore,COM19",Student Branch Chapter
SBC63931,"Amrita School of Engineering Bangalore,PE31/IA34",Student Branch Chapter
SBC63931A,"Amrita School of Engineering Bangalore,PEL35",Student Branch Chapter
SBC63931C,"Amrita School of Engineering Bangalore,RA24",Student Branch Chapter
SBC63931D,"Amrita School of Engineering Bangalore,SEN39",Student Branch Chapter
SBC63931E,"Amrita School of Engineering Bangalore,SP01",Student Branch Chapter
SBA63931,"Amrita School of Engineering Bangalore,WIE",Affinity
STB63931,Amrita School of Engineering-Bangalore,Student Branch
SCH63931,Amrita School of Engineering-Bangalore,Academic
SBC63931I,"Amrita School of Engineering-Bangalore,AES10",Student Branch Chapter
SBC63931J,"Amrita School of Engineering-Bangalore,C16",Student Branch Chapter
SBC63931F,"Amrita School of Engineering-Bangalore,CIS11",Student Branch Chapter
SBC63931G,"Amrita School of Engineering-Bangalore,SYS45",Student Branch Chapter
SBC63931H,"Amrita School of Engineering-Bangalore,VT06",Student Branch Chapter
STB63241,Amrita Vishwa Vidyapeetham,Student Branch
SCH63241,Amrita Vishwa Vidyapeetham,Academic
SIGHT019,Amrita Vishwa Vidyapeetham SB SIGHT,Affinity
SBC63241E,"Amrita Vishwa Vidyapeetham,C16",Student Branch Chapter
SBC63241H,"Amrita Vishwa Vidyapeetham,COM19",Student Branch Chapter
SBC63241K,"Amrita Vishwa Vidyapeetham,CS23",Student Branch Chapter
SBC63241B,"Amrita Vishwa Vidyapeetham,E25",Student Branch Chapter
SBC63241J,"Amrita Vishwa Vidyapeetham,GRS29",Student Branch Chapter
SBC63241C,"Amrita Vishwa Vidyapeetham,IA34",Student Branch Chapter
SBC63241D,"Amrita Vishwa Vidyapeetham,IE13",Student Branch Chapter
SBC63241F,"Amrita Vishwa Vidyapeetham,PE31",Student Branch Chapter
SBC63241A,"Amrita Vishwa Vidyapeetham,RA24",Student Branch Chapter
SBC63241G,"Amrita Vishwa Vidyapeetham,SP01",Student Branch Chapter
STB60216365,Amrita Vishwa Vidyapeetham-Chennai,Student Branch
SCH60216365,Amrita Vishwa Vidyapeetham-Chennai,Academic
SBC60216365D,"Amrita Vishwa Vidyapeetham-Chennai,C16",Student Branch Chapter
SBC60216365E,"Amrita Vishwa Vidyapeetham-Chennai,CAS04",Student Branch Chapter
SBC60216365H,"Amrita Vishwa Vidyapeetham-Chennai,CIS11",Student Branch Chapter
SBC60216365A,"Amrita Vishwa Vidyapeetham-Chennai,COM19",Student Branch Chapter
SBC60216365,"Amrita Vishwa Vidyapeetham-Chennai,IA34",Student Branch Chapter
SBC60216365F,"Amrita Vishwa Vidyapeetham-Chennai,IE13",Student Branch Chapter
SBC60216365G,"Amrita Vishwa Vidyapeetham-Chennai,PE31",Student Branch Chapter
SBC60216365B,"Amrita Vishwa Vidyapeetham-Chennai,RA24",Student Branch Chapter
SBC60216365C,"Amrita Vishwa Vidyapeetham-Chennai,SP01",Student Branch Chapter
SBA60216365,"Amrita Vishwa Vidyapeetham-Chennai,WIE",Affinity
SCH62371,Amrutvahini College of Engineering,Academic
STB62371,Amrutvahini College of Engineering,Student Branch
SIGHT081,Amrutvahini College of Engineering SIGHT,Affinity
SBC63271B,"Amrutvahini College of Engineering,AP03",Student Branch Chapter
SBC63271C,"Amrutvahini College of Engineering,C16",Student Branch Chapter
SBC63271A,"Amrutvahini College of Engineering,CAS04",Student Branch Chapter
SBC63271D,"Amrutvahini College of Engineering,GRS29",Student Branch Chapter
SBC63271F,"Amrutvahini College of Engineering,IT12",Student Branch Chapter
SBC632711,"Amrutvahini College of Engineering,MTT17",Student Branch Chapter
SBC63271E,"Amrutvahini College of Engineering,RA24",Student Branch Chapter
SCH2540273,Amsterdam University of Applied Sciences,Academic
STB04211,An-Najah National University,Student Branch
SCH04211,An-Najah National University,Academic
SBC04211D,"An-Najah National University, C16",Student Branch Chapter
SBC04211B,"An-Najah National University, COM19",Student Branch Chapter
SBC04211A,"An-Najah National University, IA34",Student Branch Chapter
SBC04211C,"An-Najah National University, PE31",Student Branch Chapter
SBA04211,"An-Najah National University, WIE",Affinity
SBC04211E,"An-Najah National University,RA24",Student Branch Chapter
SCH2528083,Anahuac University,Academic
A824,Anapahoc Community College,Academic
R907,Andean Council,Council
A4686,Anderson College,Academic
SCH60225883,Anderson University-Indiana,Academic
SCH60225884,Anderson University-South Carolina,Academic
STB74001,Andhra Univ,Student Branch
SCH74001,Andhra Univ College of Engineering - Visakhapatnam,Academic
SCH40100766,Andong Univ,Academic
A5128,Andrews Univ,Academic
1-10TCG4H,Angeles University Foundation,Academic
A5501,Angelo State Univ,Academic
SCH40000044,Anglia Ruskin University,Academic
SCH60095336,Anhui Agricultural University,Academic
SCH60095337,Anhui Medical University,Academic
SCH60095335,Anhui Polytechnic University,Academic
SCH60095341,Anhui Sanlian University,Academic
SCH60095340,Anhui University of Finance and Economics,Academic
SCH40071972,Anhui University of Science and Technology,Academic
1-D0Y0EW,Anhui University of Technology,Academic
SCH03871,Anil Neerukonda Inst Of Tech & Sciences,Academic
SBC03871J,"Anil Neerukonda Inst Of Tech & Sciences,AES10",Student Branch Chapter
SBC03871C,"Anil Neerukonda Inst of Tech & Sciences,BIO46",Student Branch Chapter
SBC03871,"Anil Neerukonda Inst Of Tech & Sciences,C16",Student Branch Chapter
SBC16161,"Anil Neerukonda Inst Of Tech & Sciences,COM19",Student Branch Chapter
SBC03871F,"Anil Neerukonda Inst Of Tech & Sciences,CSC41",Student Branch Chapter
SBC03871HI,"Anil Neerukonda Inst Of Tech & Sciences,E25",Student Branch Chapter
SBC03871H,"Anil Neerukonda Inst Of Tech & Sciences,ED15",Student Branch Chapter
SBC03871B,"Anil Neerukonda Inst Of Tech & Sciences,PE31",Student Branch Chapter
SBC03871G,"Anil Neerukonda Inst Of Tech & Sciences,PHO36",Student Branch Chapter
SBC03871L,"Anil Neerukonda Inst Of Tech & Sciences,RA24",Student Branch Chapter
SBC03871D,"Anil Neerukonda Inst Of Tech & Sciences,SEN39",Student Branch Chapter
SBC03871K,"Anil Neerukonda Inst Of Tech & Sciences,SP01",Student Branch Chapter
SBC03871E,"Anil Neerukonda Inst Of Tech & Sciences,SYS45",Student Branch Chapter
SBC03871A,"Anil Neerukonda Inst Of Tech & Sciences,VT06",Student Branch Chapter
SBA16161,"Anil Neerukonda Inst Of Tech & Sciences,WIE",Affinity
STB03871,Anil Neerukonda Inst of Technology and Sciences,Student Branch
A25660,Anjuman Engrg College/Karnataka Univ,Academic
SCH60225895,Ankang University,Academic
STB31751,Ankara University,Student Branch
SCH31751,Ankara University,Academic
SBC31751,"Ankara University,C16",Student Branch Chapter
SBC31751A,"Ankara University,EMB18",Student Branch Chapter
SBA31751,"Ankara University,WIE",Affinity
A12718,Anna Maria College,Academic
STB05811,Anna University - Coimbatore,Student Branch
SCH05811,Anna University - Coimbatore,Academic
SBC05811A,"Anna University - Coimbatore,E25",Student Branch Chapter
SCH14561,Annai Vailankanni College of Engineering,Academic
STB10191,Annamacharya Inst of Tech & Science-Rajampet,Student Branch
SCH10191,"Annamacharya Inst of Tech and Sciences,Rajempet",Academic
R2000301,Annapolis Subsection,Sub-section
A4780,Anne Arundel Community College,Academic
STB30002,Anne Arundel Community College,Student Branch
A4029,Anoka Ramsey Community College,Academic
A13559,Antelope Valley College,Academic
A24368,Antenor Orrego Univ Privada,Academic
A20856,Antioch College,Academic
SCH10149,Antonine University,Academic
STB10149,Antonine University,Student Branch
SCH60218366,Antonio de Arevalo University Foundation,Academic
STB60218366,Antonio de Arevalo University Foundation,Student Branch
SBC60218366,"Antonio de Arevalo University Foundation,C16",Student Branch Chapter
SBC60218366A,"Antonio de Arevalo University Foundation,RA24",Student Branch Chapter
SBC60218366B,"Antonio de Arevalo University Foundation,TEM14",Student Branch Chapter
SCH60216532,Antonio Jose Camacho,Academic
SCH64411,Antonio Narino University,Academic
STB64411A,Antonio Narino University,Student Branch
SBC64411B,"Antonio Narino University,RA24",Student Branch Chapter
SBC64411A,"Antonio Narino University,TEM14",Student Branch Chapter
SBA64411,"Antonio Narino University,WIE",Affinity
STB10181,Anurag University,Student Branch
SCH10181,Anurag University,Academic
SBC10181B,"Anurag University,C016",Student Branch Chapter
SBC10181A,"Anurag University,CAS004",Student Branch Chapter
SBC10181C,"Anurag University,CIS11",Student Branch Chapter
SBC10181E,"Anurag University,GRS29",Student Branch Chapter
SBC10181,"Anurag University,PE031",Student Branch Chapter
SBC10181D,"Anurag University,RA24/NANO42",Student Branch Chapter
SBC10181F,"Anurag University,SIT30",Student Branch Chapter
SBA10181,"Anurag University,WIE",Affinity
SCH40162464,Aomori Univ,Academic
SCH20211,Aoyama Gakuin Univ,Academic
STB20211,Aoyama Gakuin Univ,Student Branch
AP003GR,AP-Chapter Support All,Grouping
AP003GR-SB,AP-SB Chapter Support All,SBC Grouping
A7548,Appalachian State Univ,Academic
STB05011,Applied Science University,Student Branch
SCH05011,Applied Science University,Academic
SCH10143,Applied Science University - Bahrian,Academic
STB10143,Applied Science University - Bahrian,Student Branch
SBC05011B,"Applied Science University,C16",Student Branch Chapter
SBC05011C,"Applied Science University,CIS11",Student Branch Chapter
SBC05011,"Applied Science University,COM19",Student Branch Chapter
SBC05011A,"Applied Science University,RA24",Student Branch Chapter
SBA05011,"Applied Science University,WIE",Affinity
A33375,Applied Tech Inst,Academic
SCH60236109,Aqaba Medical Sciences University,Academic
SCH60235393,Aqaba University of Technology,Academic
STB60235393,Aqaba University of Technology,Student Branch
SCH60209011,Ara Institute of Canterbury Ltd,Academic
SCH41612231,"Arab Academy for Management, Banking & Fin. Sci",Academic
SCH16971,Arab Academy for Sci Tech & Maritime Trans-Aswan,Academic
STB16971,Arab Academy for Sci Tech & Maritime Trans-Aswan,Student Branch
SCH03091,Arab Academy for Sci Tech & Maritime Trans-Cairo,Academic
SBA61721,"Arab Academy for Sci Tech & Maritime Transport,WIE",Affinity
SBC03091C,"Arab Academy for Sci Tech - Cairo,RA24",Student Branch Chapter
SBC61721,"Arab Academy for Sci Tech&Maritime Transport,RA24",Student Branch Chapter
SBC03091B,"Arab Academy for Sci Tech-Cairo,PE31",Student Branch Chapter
SBA03091,"Arab Academy for Sci Tech-Cairo,WIE",Affinity
HKN238,"Arab Academy For Sci,Tech & Maritime, Mu Beta",Affinity
SBA03091S,Arab Academy for Science & Tech - Cairo SB SIGHT,Affinity
SBC03091A,"Arab Academy for Science and Tech - Cairo, IA34",Student Branch Chapter
STB03091,Arab Academy for Science and Technology - Cairo,Student Branch
STB61721,Arab Academy for Science Tech & Maritime Transport,Student Branch
SCH61721,Arab Academy for Science Tech & Maritime Transport,Academic
STB08821,Arab American University,Student Branch
SCH08821,Arab American University,Academic
SBC08821A,"Arab American University, PE31",Student Branch Chapter
SBC08821B,"Arab American University,C16",Student Branch Chapter
SBC08821C,"Arab American University,EMB18",Student Branch Chapter
SBA08821,"Arab American University,WIE",Affinity
SCH60024517,Arab International University,Academic
A37630,Arab Maritime Transport Academy,Academic
SCH60209013,Arab Open University,Academic
STB60209013,Arab Open University,Student Branch
SCH60230564,Arab Open University - Bahrain -AOUB,Academic
SCH60238066,Arab Open University - Jordan,Academic
SCH60034401,Arab Open University - Lebanon,Academic
STB60034401,Arab Open University-Lebanon,Student Branch
SCH60211227,Arab Open University-Oman,Academic
STB60211227,Arab Open University-Oman,Student Branch
SCH2537434,Arabian Gulf University,Academic
SCH2599983,Araneta Univ Foundation,Academic
A11605,Arapahoe Community College,Academic
SCH41658397,Arcada University of Applied Sciences,Academic
A15325,Arcadia Univ,Academic
R90901,Argentina Section,Section
LM90901,"Argentina Section Affinity Group, LM",Affinity
WE90901,"Argentina Section Affinity Group, WIE",Affinity
YP90901,"Argentina Section Affinity Group,YP",Affinity
CH09300,"Argentina Section Chapter, BT02",Chapter
CH09001,"Argentina Section Chapter, C16",Chapter
CH09085,"Argentina Section Chapter, CAS04",Chapter
CH09042,"Argentina Section Chapter, COM19",Chapter
CH09064,"Argentina Section Chapter, EMB18",Chapter
CH09015,"Argentina Section Chapter, GRS29",Chapter
CH09429,"Argentina Section Chapter, MTT17",Chapter
CH09401,"Argentina Section Chapter, OE22",Chapter
CH09002,"Argentina Section Chapter, PE31",Chapter
CH09437,"Argentina Section Chapter, SIT30",Chapter
CH09316,"Argentina Section Chapter,CIS11",Chapter
CH09318,"Argentina Section Chapter,E25",Chapter
CH09317,"Argentina Section Chapter,SP01",Chapter
CH09371,"Argentina Section Jt Chapter,AP03/EMC27",Joint Chapter
CH09396,"Argentina Section Jt Chapter,ED15/SSC37",Joint Chapter
CH09061,"Argentina Section,IE13/CS23/RA24/IA34/PEL35/VT06",Joint Chapter
A11752,Argosy University- Chicago Nw,Academic
SCH60053210,Ariel University,Academic
SCH15121,Aristotle University of Thessaloniki,Academic
STB15121,Aristotle University of Thessaloniki,Student Branch
SBC15121,"Aristotle University of Thessaloniki, EMB18",Student Branch Chapter
SBC1512B,"Aristotle University of Thessaloniki, PE31",Student Branch Chapter
SBC1512A,"Aristotle University of Thessaloniki, RA24",Student Branch Chapter
SBC1512D,"Aristotle University of Thessaloniki,IA34",Student Branch Chapter
