issue,unit_spoid,unit_name,unit_type,unit_status,related_spoid,related_name,related_type,related_status
parent does not list unit as child,SBC10041E,"HKBK College of Engineering,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC10041F,"HKBK College of Engineering,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC10041D,"HKBK College of Engineering,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC10041H,"HKBK College of Engineering,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC10041G,"HKBK College of Engineering,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA10041,"HKBK College of Engineering,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA10041,"HKBK College of Engineering,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,STB99080,HKE Societys SLN Col of Engin-Raichur,Student Branch,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SCH99080,HKE Societys SLN Col of Engin-Raichur,Academic,Active,R00119,Bangalore Section,Section,Active
parent does not list unit as child,SBC99080A,"HKE Societys SLN Col of Engin-Raichur,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SCH02771,HMR Institute of Tech & Mgmt,Academic,Active,R00123,Delhi Section,Section,Active
parent does not list unit as child,SBA02771,"HMR Institute of Tech & Mgmt,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,STB41292826,Hohai University,Student Branch,Active,R00214,Nanjing Section,Section,Active
parent does not list unit as child,SBC41292826,"Hohai University,PEL35",Student Branch Chapter,Active,PEL035,IEEE Power Electronics Society,Society,Active
parent does not list unit as child,SBC16941A,"Holy Spirit University of Kaslik, EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC16941,"Holy Spirit University of Kaslik, PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,WE90539,"Honduras Section Affinity Group, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,YP90539,"Honduras Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,CH09384,"Honduras Section Chapter, IA34",Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,CH09046,"Honduras Section Chapter, PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH09497,"Honduras Section Chapter,ED15",Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,CH09481,"Honduras Section Jt. Chapter,RA24/COM19/C16",Joint Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,CH09481,"Honduras Section Jt. Chapter,RA24/COM19/C16",Joint Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH09481,"Honduras Section Jt. Chapter,RA24/COM19/C16",Joint Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SIGHT206,Honduras Section SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC28241,"Honduras Univ Nacional Autonoma, COM19/C16",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC28241,"Honduras Univ Nacional Autonoma, COM19/C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC28241A,"Honduras Univ Nacional Autonoma, PE31/IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC28241A,"Honduras Univ Nacional Autonoma, PE31/IA34",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC28241B,"Honduras Univ Nacional Autonoma, RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA28241,"Honduras Univ Nacional Autonoma, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC28241C,"Honduras Univ Nacional Autonoma,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,CH10366,"Hong Kong Macau Jt. Sections Chapter, EMB18",Joint Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,WE00007,"Hong Kong Section Affinity Group, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,YP00007,"Hong Kong Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,CH10012,"Hong Kong Section Chapter, C16",Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH10849,"Hong Kong Section Chapter, VT06",Chapter,Active,VT006,IEEE Vehicular Technology Society,Society,Active
parent does not list unit as child,CH11017,"Hong Kong Section Chapter,GRS29",Chapter,Active,GRS029,IEEE Geoscience and Remote Sensing Society,Society,Active
parent does not list unit as child,CH11070,"Hong Kong Section Chapter,RL07",Chapter,Active,RL007,IEEE Reliability Society,Society,Active
parent does not list unit as child,CH11166,"Hong Kong Section Chapter,SMC28",Chapter,Active,SMC028,"IEEE Systems, Man, and Cybernetics Society",Society,Active
parent does not list unit as child,CH10112,"Hong Kong Section Chapter,SP01",Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,CH10205,"Hong Kong Section Jt. Chap,AP03/MTT17",Joint Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,CH10205,"Hong Kong Section Jt. Chap,AP03/MTT17",Joint Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,CH10062,"Hong Kong Section Jt. Chapter, CAS04/COM19",Joint Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,CH10062,"Hong Kong Section Jt. Chapter, CAS04/COM19",Joint Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,CH10149,"Hong Kong Section Jt. Chapter, CS23/RA24",Joint Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,CH10013,"Hong Kong Section Jt. Chapter,IE13/PE31/IA34/PEL35",Joint Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,CH10013,"Hong Kong Section Jt. Chapter,IE13/PE31/IA34/PEL35",Joint Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH10118,"Hong Kong Section Jt.Chapter,ED15/SSC37",Joint Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC50271B,"Hong Kong Univ of Science & Tech,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,CH10952,"Hong Kong/Guangzhou Joint Sections Chapter,IE13",Joint Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,WE50017A,"Houston Section Affinity Group,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,WE50017A,"Houston Section Affinity Group,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,CH05247,"Houston Section Chapter,COM19",Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,CH05248,"Houston Section Chapter,CS23",Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,CH05253,"Houston Section Chapter,SSC37",Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBC66291C,"Huazhong Univ of Science & Tech,CAS04/SSC37/ED15",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC66291C,"Huazhong Univ of Science & Tech,CAS04/SSC37/ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC66291C,"Huazhong Univ of Science & Tech,CAS04/SSC37/ED15",Student Branch Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBC66291A,"Huazhong University of Science & Technology, IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC66291E,"Huazhong University of Science & Technology,MTT17",Student Branch Chapter,Active,MTT017,IEEE Microwave Theory and Technology Society,Society,Active
parent does not list unit as child,SBC66291F,"Huazhong University of Science & Technology,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC66291B,"Huazhong University of Science & Technology,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBC66291D,Huazhong University of Science & TechnologyIE13,Student Branch Chapter,Active,IE013,IEEE Industrial Electronics Society,Society,Active
parent does not list unit as child,SBA01721,"Humber Polytechnic,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA01721,"Humber Polytechnic,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,CH08069,"Hungary Jt. Chapter, AP03/ED15/MTT17/COM19",Joint Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,WE80051,"Hungary Section Affinity Group,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,WE80051,"Hungary Section Affinity Group,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,CH08852,"Hungary Section Chapter, CS23",Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,CH08231,"Hungary Section Chapter, PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,CH08959,"Hungary Section Chapter,EMC27",Chapter,Active,EMC027,IEEE Electromagnetic Compatibility Society,Society,Active
parent does not list unit as child,CH08203,"Hungary Section Jt. Chapter, CAS04/C16",Joint Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,CH08255,"Hungary Section Jt. Chapter, IM09/EMB18",Joint Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,CH08295,"Hungary/Romania Section Jt. Chapter,EP21/NANO42",Joint Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,WE30025,"Huntsville Section Affinity Group,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,CH03246,"Huntsville Section Chapter,PE31",Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC09841A,"Hyderabad Inst of Tech & Mgmt,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBA09841,"Hyderabad Inst of Tech & Mgmt,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,STB09841,Hyderabad Institute of Tech & Mgmt,Student Branch,Active,R00149,Hyderabad Section,Section,Active
parent does not list unit as child,SCH09841,Hyderabad Institute of Tech & Mgmt,Academic,Active,R00149,Hyderabad Section,Section,Active
parent does not list unit as child,SBC09841B,"Hyderabad Institute of Tech & Mgmt,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,LM00149,"Hyderabad Section Affinity Group, LM",Affinity,Active,R00149,Hyderabad Section,Section,Active
parent does not list unit as child,WE00149,"Hyderabad Section Affinity Group, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,YP00149,"Hyderabad Section Affinity Group, YP",Affinity,Active,CMA9100,IEEE Young Professionals Committee,Committee,Active
parent does not list unit as child,CH10198,"Hyderabad Section Chapter, C16",Chapter,Active,C016,IEEE Computer Society,Society,Active
